accession	reference	antibiotic	mic	mic_numeric
SRR16644290	Reimche2023	gentamicin	8	8
SRR16644290	Reimche2023	penicillin	0.125	0.125
SRR16644290	Reimche2023	tetracycline	1	1
SRR16644151	Reimche2023	azithromycin	0.25	0.25
SRR16644151	Reimche2023	cefixime	0.03	0.03
SRR16644151	Reimche2023	ceftriaxone	0.015	0.015
SRR16644151	Reimche2023	ciprofloxacin	4	4
SRR16644151	Reimche2023	gentamicin	8	8
SRR16644151	Reimche2023	penicillin	0.5	0.5
SRR16644151	Reimche2023	tetracycline	1	1
SRR16644150	Reimche2023	azithromycin	0.5	0.5
SRR16644150	Reimche2023	cefixime	0.03	0.03
SRR16644150	Reimche2023	ceftriaxone	0.008	0.008
SRR16644150	Reimche2023	ciprofloxacin	0.002	0.002
SRR16644150	Reimche2023	gentamicin	8	8
SRR16644150	Reimche2023	penicillin	0.5	0.5
SRR16644150	Reimche2023	tetracycline	0.5	0.5
SRR16644149	Reimche2023	azithromycin	0.125	0.125
SRR16644149	Reimche2023	cefixime	0.015	0.015
SRR16644149	Reimche2023	ceftriaxone	0.008	0.008
SRR16644149	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644149	Reimche2023	gentamicin	16	16
SRR16644149	Reimche2023	penicillin	0.25	0.25
SRR16644149	Reimche2023	tetracycline	2	2
SRR16644148	Reimche2023	azithromycin	0.125	0.125
SRR16644148	Reimche2023	cefixime	0.015	0.015
SRR16644148	Reimche2023	ceftriaxone	0.008	0.008
SRR16644148	Reimche2023	ciprofloxacin	0.002	0.002
SRR16644148	Reimche2023	gentamicin	8	8
SRR16644148	Reimche2023	penicillin	0.5	0.5
SRR16644148	Reimche2023	tetracycline	0.5	0.5
SRR16644147	Reimche2023	azithromycin	0.125	0.125
SRR16644147	Reimche2023	cefixime	0.004	0.004
SRR16644147	Reimche2023	ceftriaxone	0.002	0.002
SRR16644147	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644147	Reimche2023	gentamicin	8	8
SRR16644147	Reimche2023	penicillin	0.03	0.03
SRR16644147	Reimche2023	tetracycline	0.5	0.5
SRR16644520	Reimche2023	azithromycin	1	1
SRR16644520	Reimche2023	cefixime	0.015	0.015
SRR16644520	Reimche2023	ceftriaxone	0.008	0.008
SRR16644520	Reimche2023	ciprofloxacin	4	4
SRR16644520	Reimche2023	gentamicin	16	16
SRR16644520	Reimche2023	penicillin	0.5	0.5
SRR16644520	Reimche2023	tetracycline	1	1
SRR16644519	Reimche2023	azithromycin	0.125	0.125
SRR16644519	Reimche2023	cefixime	0.015	0.015
SRR16644519	Reimche2023	ceftriaxone	0.008	0.008
SRR16644519	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644519	Reimche2023	gentamicin	8	8
SRR16644519	Reimche2023	penicillin	0.25	0.25
SRR16644519	Reimche2023	tetracycline	0.5	0.5
SRR16644518	Reimche2023	azithromycin	1	1
SRR16644518	Reimche2023	cefixime	0.015	0.015
SRR16644518	Reimche2023	ceftriaxone	0.008	0.008
SRR16644518	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644518	Reimche2023	gentamicin	8	8
SRR16644518	Reimche2023	penicillin	0.25	0.25
SRR16644518	Reimche2023	tetracycline	2	2
SRR16644517	Reimche2023	azithromycin	0.25	0.25
SRR16644517	Reimche2023	cefixime	0.008	0.008
SRR16644517	Reimche2023	ceftriaxone	0.004	0.004
SRR16644517	Reimche2023	ciprofloxacin	8	8
SRR16644517	Reimche2023	gentamicin	8	8
SRR16644517	Reimche2023	penicillin	32	32
SRR16644517	Reimche2023	tetracycline	0.5	0.5
SRR16644537	Reimche2023	azithromycin	0.125	0.125
SRR16644537	Reimche2023	cefixime	0.004	0.004
SRR16644537	Reimche2023	ceftriaxone	0.001	0.001
SRR16644537	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644537	Reimche2023	gentamicin	8	8
SRR16644537	Reimche2023	penicillin	0.03	0.03
SRR16644537	Reimche2023	tetracycline	0.25	0.25
SRR16999528	Reimche2023	azithromycin	1	1
SRR16999528	Reimche2023	cefixime	0.03	0.03
SRR16999528	Reimche2023	ceftriaxone	0.015	0.015
SRR16999528	Reimche2023	ciprofloxacin	8	8
SRR16999528	Reimche2023	gentamicin	8	8
SRR16999528	Reimche2023	penicillin	0.25	0.25
SRR16999528	Reimche2023	tetracycline	0.5	0.5
SRR16999527	Reimche2023	azithromycin	0.125	0.125
SRR16999527	Reimche2023	cefixime	0.015	0.015
SRR16999527	Reimche2023	ceftriaxone	0.008	0.008
SRR16999527	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999527	Reimche2023	gentamicin	8	8
SRR16999527	Reimche2023	penicillin	0.25	0.25
SRR16999527	Reimche2023	tetracycline	32	32
SRR16999526	Reimche2023	azithromycin	0.25	0.25
SRR16999526	Reimche2023	cefixime	0.03	0.03
SRR16999526	Reimche2023	ceftriaxone	0.015	0.015
SRR16999526	Reimche2023	ciprofloxacin	4	4
SRR16999526	Reimche2023	gentamicin	16	16
SRR16999526	Reimche2023	penicillin	0.25	0.25
SRR16999526	Reimche2023	tetracycline	2	2
SRR16999525	Reimche2023	azithromycin	0.125	0.125
SRR16999525	Reimche2023	cefixime	0.03	0.03
SRR16999525	Reimche2023	ceftriaxone	0.015	0.015
SRR16999525	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999525	Reimche2023	gentamicin	16	16
SRR16999525	Reimche2023	penicillin	0.25	0.25
SRR16999525	Reimche2023	tetracycline	64	64
SRR16999524	Reimche2023	azithromycin	0.06	0.06
SRR16999524	Reimche2023	cefixime	0.03	0.03
SRR16999524	Reimche2023	ceftriaxone	0.015	0.015
SRR16999524	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999524	Reimche2023	gentamicin	8	8
SRR16999524	Reimche2023	penicillin	0.125	0.125
SRR16999524	Reimche2023	tetracycline	1	1
SRR16999582	Reimche2023	azithromycin	2	2
SRR16999582	Reimche2023	cefixime	0.03	0.03
SRR16999582	Reimche2023	ceftriaxone	0.015	0.015
SRR16999582	Reimche2023	ciprofloxacin	0.03	0.03
SRR16999582	Reimche2023	gentamicin	8	8
SRR16999582	Reimche2023	penicillin	0.5	0.5
SRR16999582	Reimche2023	tetracycline	4	4
SRR16999581	Reimche2023	azithromycin	0.25	0.25
SRR16999581	Reimche2023	cefixime	0.03	0.03
SRR16999581	Reimche2023	ceftriaxone	0.015	0.015
SRR16999581	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999581	Reimche2023	gentamicin	8	8
SRR16999581	Reimche2023	penicillin	0.25	0.25
SRR16999581	Reimche2023	tetracycline	2	2
SRR16999580	Reimche2023	azithromycin	0.25	0.25
SRR16999580	Reimche2023	cefixime	0.06	0.06
SRR16999580	Reimche2023	ceftriaxone	0.06	0.06
SRR16999580	Reimche2023	ciprofloxacin	16	16
SRR16999580	Reimche2023	gentamicin	8	8
SRR16999580	Reimche2023	penicillin	1	1
SRR16999580	Reimche2023	tetracycline	2	2
SRR16999579	Reimche2023	azithromycin	0.125	0.125
SRR16999579	Reimche2023	cefixime	0.03	0.03
SRR16999579	Reimche2023	ceftriaxone	0.015	0.015
SRR16999579	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999579	Reimche2023	gentamicin	8	8
SRR16999579	Reimche2023	penicillin	0.25	0.25
SRR16999579	Reimche2023	tetracycline	1	1
SRR16999578	Reimche2023	azithromycin	0.03	0.03
SRR16999578	Reimche2023	cefixime	0.002	0.002
SRR16999578	Reimche2023	ceftriaxone	0.001	0.001
SRR16999578	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999578	Reimche2023	gentamicin	0.5	0.5
SRR16999578	Reimche2023	penicillin	0.03	0.03
SRR16999578	Reimche2023	tetracycline	0.125	0.125
SRR16999478	Reimche2023	azithromycin	0.5	0.5
SRR16999478	Reimche2023	cefixime	0.03	0.03
SRR16999478	Reimche2023	ceftriaxone	0.015	0.015
SRR16999478	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999478	Reimche2023	gentamicin	8	8
SRR16999478	Reimche2023	penicillin	0.25	0.25
SRR16999478	Reimche2023	tetracycline	2	2
SRR16999477	Reimche2023	azithromycin	0.125	0.125
SRR16999477	Reimche2023	cefixime	0.004	0.004
SRR16999477	Reimche2023	ceftriaxone	0.001	0.001
SRR16999477	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999477	Reimche2023	gentamicin	8	8
SRR16999477	Reimche2023	penicillin	0.03	0.03
SRR16999477	Reimche2023	tetracycline	0.25	0.25
SRR16999476	Reimche2023	azithromycin	0.06	0.06
SRR16999476	Reimche2023	cefixime	0.015	0.015
SRR16999476	Reimche2023	ceftriaxone	0.008	0.008
SRR16999476	Reimche2023	ciprofloxacin	4	4
SRR16999476	Reimche2023	gentamicin	8	8
SRR16999476	Reimche2023	penicillin	64	64
SRR16999476	Reimche2023	tetracycline	1	1
SRR16999475	Reimche2023	azithromycin	0.03	0.03
SRR16999475	Reimche2023	cefixime	0.03	0.03
SRR16999475	Reimche2023	ceftriaxone	0.008	0.008
SRR16999475	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999475	Reimche2023	gentamicin	8	8
SRR16999475	Reimche2023	penicillin	0.25	0.25
SRR16999475	Reimche2023	tetracycline	0.5	0.5
SRR16999474	Reimche2023	azithromycin	0.125	0.125
SRR16999474	Reimche2023	cefixime	0.03	0.03
SRR16999474	Reimche2023	ceftriaxone	0.015	0.015
SRR16999474	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999474	Reimche2023	gentamicin	8	8
SRR16999474	Reimche2023	penicillin	0.25	0.25
SRR16999474	Reimche2023	tetracycline	1	1
SRR16999758	Reimche2023	azithromycin	0.25	0.25
SRR16999758	Reimche2023	cefixime	0.008	0.008
SRR16999758	Reimche2023	ceftriaxone	0.004	0.004
SRR16999758	Reimche2023	ciprofloxacin	4	4
SRR16999758	Reimche2023	gentamicin	8	8
SRR16999758	Reimche2023	penicillin	0.25	0.25
SRR16999758	Reimche2023	tetracycline	0.5	0.5
SRR16999757	Reimche2023	azithromycin	0.25	0.25
SRR16999757	Reimche2023	cefixime	0.015	0.015
SRR16999757	Reimche2023	ceftriaxone	0.008	0.008
SRR16999757	Reimche2023	ciprofloxacin	4	4
SRR16999757	Reimche2023	gentamicin	8	8
SRR16999757	Reimche2023	penicillin	0.25	0.25
SRR16999757	Reimche2023	tetracycline	0.5	0.5
SRR16999755	Reimche2023	azithromycin	0.06	0.06
SRR16999755	Reimche2023	cefixime	0.015	0.015
SRR16999755	Reimche2023	ceftriaxone	0.008	0.008
SRR16999755	Reimche2023	ciprofloxacin	4	4
SRR16999755	Reimche2023	gentamicin	16	16
SRR16999755	Reimche2023	penicillin	64	64
SRR16999755	Reimche2023	tetracycline	1	1
SRR16999754	Reimche2023	azithromycin	0.125	0.125
SRR16999754	Reimche2023	cefixime	0.06	0.06
SRR16999754	Reimche2023	ceftriaxone	0.015	0.015
SRR16999754	Reimche2023	ciprofloxacin	2	2
SRR16999754	Reimche2023	gentamicin	8	8
SRR16999754	Reimche2023	penicillin	0.5	0.5
SRR16999754	Reimche2023	tetracycline	1	1
SRR16999753	Reimche2023	azithromycin	0.03	0.03
SRR16999753	Reimche2023	cefixime	0.03	0.03
SRR16999753	Reimche2023	ceftriaxone	0.015	0.015
SRR16999753	Reimche2023	ciprofloxacin	2	2
SRR16999753	Reimche2023	gentamicin	8	8
SRR16999753	Reimche2023	penicillin	0.25	0.25
SRR16999753	Reimche2023	tetracycline	2	2
SRR11698880	Reimche2023	azithromycin	0.5	0.5
SRR11698880	Reimche2023	cefixime	0.03	0.03
SRR11698880	Reimche2023	ceftriaxone	0.008	0.008
SRR11698880	Reimche2023	ciprofloxacin	0.004	0.004
SRR11698880	Reimche2023	gentamicin	8	8
SRR11698880	Reimche2023	penicillin	0.5	0.5
SRR11698880	Reimche2023	tetracycline	1	1
SRR11698338	Reimche2023	azithromycin	1	1
SRR11698338	Reimche2023	cefixime	0.03	0.03
SRR11698338	Reimche2023	ceftriaxone	0.015	0.015
SRR11698338	Reimche2023	ciprofloxacin	0.015	0.015
SRR11698338	Reimche2023	gentamicin	8	8
SRR11698338	Reimche2023	penicillin	1	1
SRR11698338	Reimche2023	tetracycline	4	4
SRR12611604	Reimche2023	azithromycin	16	16
SRR12611604	Reimche2023	cefixime	0.03	0.03
SRR12611604	Reimche2023	ceftriaxone	0.008	0.008
SRR12611604	Reimche2023	ciprofloxacin	4	4
SRR12611604	Reimche2023	gentamicin	8	8
SRR12611604	Reimche2023	penicillin	1	1
SRR12611604	Reimche2023	tetracycline	1	1
SRR11698195	Reimche2023	azithromycin	0.5	0.5
SRR11698195	Reimche2023	cefixime	0.03	0.03
SRR11698195	Reimche2023	ceftriaxone	0.008	0.008
SRR11698195	Reimche2023	ciprofloxacin	0.004	0.004
SRR11698195	Reimche2023	gentamicin	8	8
SRR11698195	Reimche2023	penicillin	0.25	0.25
SRR11698195	Reimche2023	tetracycline	1	1
SRR12611588	Reimche2023	azithromycin	0.25	0.25
SRR12611588	Reimche2023	cefixime	0.015	0.015
SRR12611588	Reimche2023	ceftriaxone	0.008	0.008
SRR12611588	Reimche2023	ciprofloxacin	0.004	0.004
SRR12611588	Reimche2023	gentamicin	8	8
SRR12611588	Reimche2023	penicillin	0.25	0.25
SRR12611588	Reimche2023	tetracycline	1	1
SRR11699143	Reimche2023	azithromycin	0.125	0.125
SRR11699143	Reimche2023	cefixime	0.008	0.008
SRR11699143	Reimche2023	ceftriaxone	0.004	0.004
SRR11699143	Reimche2023	ciprofloxacin	0.004	0.004
SRR11699143	Reimche2023	gentamicin	4	4
SRR11699143	Reimche2023	penicillin	0.125	0.125
SRR11699143	Reimche2023	tetracycline	0.25	0.25
SRR11699117	Reimche2023	azithromycin	16	16
SRR11699117	Reimche2023	cefixime	0.015	0.015
SRR11699117	Reimche2023	ceftriaxone	0.008	0.008
SRR11699117	Reimche2023	ciprofloxacin	0.004	0.004
SRR11699117	Reimche2023	gentamicin	4	4
SRR11699117	Reimche2023	penicillin	0.25	0.25
SRR11699117	Reimche2023	tetracycline	1	1
SRR11698495	Reimche2023	azithromycin	0.25	0.25
SRR11698495	Reimche2023	cefixime	0.015	0.015
SRR11698495	Reimche2023	ceftriaxone	0.015	0.015
SRR11698495	Reimche2023	ciprofloxacin	8	8
SRR11698495	Reimche2023	gentamicin	8	8
SRR11698495	Reimche2023	penicillin	1	1
SRR11698495	Reimche2023	tetracycline	1	1
SRR11698493	Reimche2023	azithromycin	0.125	0.125
SRR11698493	Reimche2023	cefixime	0.03	0.03
SRR11698493	Reimche2023	ceftriaxone	0.015	0.015
SRR11698493	Reimche2023	ciprofloxacin	0.004	0.004
SRR11698493	Reimche2023	gentamicin	8	8
SRR11698493	Reimche2023	penicillin	0.25	0.25
SRR11698493	Reimche2023	tetracycline	1	1
SRR11724809	Reimche2023	azithromycin	8	8
SRR11724809	Reimche2023	cefixime	0.015	0.015
SRR11724809	Reimche2023	ceftriaxone	0.008	0.008
SRR11724809	Reimche2023	ciprofloxacin	4	4
SRR11724809	Reimche2023	gentamicin	8	8
SRR11724809	Reimche2023	penicillin	0.5	0.5
SRR11724809	Reimche2023	tetracycline	1	1
SRR11698634	Reimche2023	azithromycin	1	1
SRR11698634	Reimche2023	cefixime	0.03	0.03
SRR11698634	Reimche2023	ceftriaxone	0.03	0.03
SRR11698634	Reimche2023	ciprofloxacin	0.03	0.03
SRR11698634	Reimche2023	gentamicin	8	8
SRR11698634	Reimche2023	penicillin	0.5	0.5
SRR11698634	Reimche2023	tetracycline	2	2
SRR11724687	Reimche2023	azithromycin	1	1
SRR11724687	Reimche2023	cefixime	0.008	0.008
SRR11724687	Reimche2023	ceftriaxone	0.004	0.004
SRR11724687	Reimche2023	ciprofloxacin	0.004	0.004
SRR11724687	Reimche2023	gentamicin	8	8
SRR11724687	Reimche2023	penicillin	0.5	0.5
SRR11724687	Reimche2023	tetracycline	1	1
SRR11725114	Reimche2023	azithromycin	1	1
SRR11725114	Reimche2023	cefixime	0.015	0.015
SRR11725114	Reimche2023	ceftriaxone	0.008	0.008
SRR11725114	Reimche2023	ciprofloxacin	8	8
SRR11725114	Reimche2023	gentamicin	8	8
SRR11725114	Reimche2023	penicillin	0.25	0.25
SRR11725114	Reimche2023	tetracycline	1	1
SRR11725112	Reimche2023	azithromycin	1	1
SRR11725112	Reimche2023	cefixime	0.015	0.015
SRR11725112	Reimche2023	ceftriaxone	0.015	0.015
SRR11725112	Reimche2023	ciprofloxacin	8	8
SRR11725112	Reimche2023	gentamicin	8	8
SRR11725112	Reimche2023	penicillin	1	1
SRR11725112	Reimche2023	tetracycline	1	1
SRR11724686	Reimche2023	azithromycin	2	2
SRR11724686	Reimche2023	cefixime	0.004	0.004
SRR11724686	Reimche2023	ceftriaxone	0.002	0.002
SRR11724686	Reimche2023	ciprofloxacin	0.004	0.004
SRR11724686	Reimche2023	gentamicin	4	4
SRR11724686	Reimche2023	penicillin	0.25	0.25
SRR11724686	Reimche2023	tetracycline	1	1
SRR12611651	Reimche2023	azithromycin	16	16
SRR12611651	Reimche2023	cefixime	0.015	0.015
SRR12611651	Reimche2023	ceftriaxone	0.008	0.008
SRR12611651	Reimche2023	ciprofloxacin	4	4
SRR12611651	Reimche2023	gentamicin	8	8
SRR12611651	Reimche2023	penicillin	1	1
SRR12611651	Reimche2023	tetracycline	1	1
SRR12612594	Reimche2023	azithromycin	0.25	0.25
SRR12612594	Reimche2023	cefixime	0.008	0.008
SRR12612594	Reimche2023	ceftriaxone	0.004	0.004
SRR12612594	Reimche2023	ciprofloxacin	4	4
SRR12612594	Reimche2023	gentamicin	8	8
SRR12612594	Reimche2023	penicillin	1	1
SRR12612594	Reimche2023	tetracycline	1	1
SRR12612592	Reimche2023	azithromycin	0.5	0.5
SRR12612592	Reimche2023	cefixime	0.015	0.015
SRR12612592	Reimche2023	ceftriaxone	0.008	0.008
SRR12612592	Reimche2023	ciprofloxacin	0.004	0.004
SRR12612592	Reimche2023	gentamicin	8	8
SRR12612592	Reimche2023	penicillin	0.5	0.5
SRR12612592	Reimche2023	tetracycline	1	1
SRR11728114	Reimche2023	azithromycin	1	1
SRR11728114	Reimche2023	cefixime	0.015	0.015
SRR11728114	Reimche2023	ceftriaxone	0.008	0.008
SRR11728114	Reimche2023	ciprofloxacin	4	4
SRR11728114	Reimche2023	gentamicin	8	8
SRR11728114	Reimche2023	penicillin	1	1
SRR11728114	Reimche2023	tetracycline	1	1
SRR12612566	Reimche2023	azithromycin	2	2
SRR12612566	Reimche2023	cefixime	0.03	0.03
SRR12612566	Reimche2023	ceftriaxone	0.03	0.03
SRR12612566	Reimche2023	ciprofloxacin	0.03	0.03
SRR12612566	Reimche2023	gentamicin	8	8
SRR12612566	Reimche2023	penicillin	0.5	0.5
SRR12612566	Reimche2023	tetracycline	4	4
SRR12612447	Reimche2023	azithromycin	1	1
SRR12612447	Reimche2023	cefixime	0.008	0.008
SRR12612447	Reimche2023	ceftriaxone	0.008	0.008
SRR12612447	Reimche2023	ciprofloxacin	0.015	0.015
SRR12612447	Reimche2023	gentamicin	4	4
SRR12612447	Reimche2023	penicillin	0.5	0.5
SRR12612447	Reimche2023	tetracycline	2	2
SRR12612443	Reimche2023	azithromycin	2	2
SRR12612443	Reimche2023	cefixime	0.03	0.03
SRR12612443	Reimche2023	ceftriaxone	0.015	0.015
SRR12612443	Reimche2023	ciprofloxacin	0.015	0.015
SRR12612443	Reimche2023	gentamicin	8	8
SRR12612443	Reimche2023	penicillin	1	1
SRR12612443	Reimche2023	tetracycline	2	2
SRR12612433	Reimche2023	azithromycin	2	2
SRR12612433	Reimche2023	cefixime	0.03	0.03
SRR12612433	Reimche2023	ceftriaxone	0.015	0.015
SRR12612433	Reimche2023	ciprofloxacin	0.03	0.03
SRR12612433	Reimche2023	gentamicin	8	8
SRR12612433	Reimche2023	penicillin	1	1
SRR12612433	Reimche2023	tetracycline	4	4
SRR12612390	Reimche2023	azithromycin	0.125	0.125
SRR12612390	Reimche2023	cefixime	0.015	0.015
SRR12612390	Reimche2023	ceftriaxone	0.002	0.002
SRR12612390	Reimche2023	ciprofloxacin	0.004	0.004
SRR12612390	Reimche2023	gentamicin	8	8
SRR12612390	Reimche2023	penicillin	0.06	0.06
SRR12612390	Reimche2023	tetracycline	0.25	0.25
SRR12612389	Reimche2023	azithromycin	0.25	0.25
SRR12612389	Reimche2023	cefixime	0.03	0.03
SRR12612389	Reimche2023	ceftriaxone	0.008	0.008
SRR12612389	Reimche2023	ciprofloxacin	4	4
SRR12612389	Reimche2023	gentamicin	8	8
SRR12612389	Reimche2023	penicillin	1	1
SRR12612389	Reimche2023	tetracycline	1	1
SRR12612754	Reimche2023	azithromycin	1	1
SRR12612754	Reimche2023	cefixime	0.03	0.03
SRR12612754	Reimche2023	ceftriaxone	0.008	0.008
SRR12612754	Reimche2023	ciprofloxacin	0.004	0.004
SRR12612754	Reimche2023	gentamicin	8	8
SRR12612754	Reimche2023	penicillin	0.25	0.25
SRR12612754	Reimche2023	tetracycline	1	1
SRR12612749	Reimche2023	azithromycin	16	16
SRR12612749	Reimche2023	cefixime	0.03	0.03
SRR12612749	Reimche2023	ceftriaxone	0.008	0.008
SRR12612749	Reimche2023	ciprofloxacin	4	4
SRR12612749	Reimche2023	gentamicin	8	8
SRR12612749	Reimche2023	penicillin	1	1
SRR12612749	Reimche2023	tetracycline	2	2
SRR16999395	Reimche2023	azithromycin	8	8
SRR16999395	Reimche2023	cefixime	0.008	0.008
SRR16999395	Reimche2023	ceftriaxone	0.008	0.008
SRR16999395	Reimche2023	ciprofloxacin	4	4
SRR16999395	Reimche2023	gentamicin	8	8
SRR16999395	Reimche2023	penicillin	1	1
SRR16999395	Reimche2023	tetracycline	1	1
SRR16999402	Reimche2023	azithromycin	0.125	0.125
SRR16999402	Reimche2023	cefixime	0.015	0.015
SRR16999402	Reimche2023	ceftriaxone	0.008	0.008
SRR16999402	Reimche2023	ciprofloxacin	8	8
SRR16999402	Reimche2023	gentamicin	8	8
SRR16999402	Reimche2023	penicillin	1	1
SRR16999402	Reimche2023	tetracycline	2	2
SRR16999401	Reimche2023	azithromycin	0.25	0.25
SRR16999401	Reimche2023	cefixime	0.008	0.008
SRR16999401	Reimche2023	ceftriaxone	0.004	0.004
SRR16999401	Reimche2023	ciprofloxacin	1	1
SRR16999401	Reimche2023	gentamicin	8	8
SRR16999401	Reimche2023	penicillin	0.5	0.5
SRR16999401	Reimche2023	tetracycline	32	32
SRR16999509	Reimche2023	azithromycin	0.125	0.125
SRR16999509	Reimche2023	cefixime	0.03	0.03
SRR16999509	Reimche2023	ceftriaxone	0.015	0.015
SRR16999509	Reimche2023	ciprofloxacin	1	1
SRR16999509	Reimche2023	gentamicin	8	8
SRR16999509	Reimche2023	penicillin	2	2
SRR16999509	Reimche2023	tetracycline	64	64
SRR16999720	Reimche2023	azithromycin	0.5	0.5
SRR16999720	Reimche2023	cefixime	0.015	0.015
SRR16999720	Reimche2023	ceftriaxone	0.008	0.008
SRR16999720	Reimche2023	ciprofloxacin	0.008	0.008
SRR16999720	Reimche2023	gentamicin	8	8
SRR16999720	Reimche2023	penicillin	0.25	0.25
SRR16999720	Reimche2023	tetracycline	0.5	0.5
SRR16999709	Reimche2023	azithromycin	0.125	0.125
SRR16999709	Reimche2023	cefixime	0.03	0.03
SRR16999709	Reimche2023	ceftriaxone	0.015	0.015
SRR16999709	Reimche2023	ciprofloxacin	1	1
SRR16999709	Reimche2023	gentamicin	8	8
SRR16999709	Reimche2023	penicillin	2	2
SRR16999709	Reimche2023	tetracycline	32	32
SRR16999598	Reimche2023	azithromycin	0.125	0.125
SRR16999598	Reimche2023	cefixime	0.015	0.015
SRR16999598	Reimche2023	ceftriaxone	0.015	0.015
SRR16999598	Reimche2023	ciprofloxacin	8	8
SRR16999598	Reimche2023	gentamicin	8	8
SRR16999598	Reimche2023	penicillin	1	1
SRR16999598	Reimche2023	tetracycline	1	1
SRR16999374	Reimche2023	azithromycin	0.25	0.25
SRR16999374	Reimche2023	cefixime	0.015	0.015
SRR16999374	Reimche2023	ceftriaxone	0.008	0.008
SRR16999374	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999374	Reimche2023	gentamicin	8	8
SRR16999374	Reimche2023	penicillin	0.25	0.25
SRR16999374	Reimche2023	tetracycline	1	1
SRR16999373	Reimche2023	azithromycin	1	1
SRR16999373	Reimche2023	cefixime	0.03	0.03
SRR16999373	Reimche2023	ceftriaxone	0.015	0.015
SRR16999373	Reimche2023	ciprofloxacin	16	16
SRR16999373	Reimche2023	gentamicin	8	8
SRR16999373	Reimche2023	penicillin	1	1
SRR16999373	Reimche2023	tetracycline	4	4
SRR16999372	Reimche2023	azithromycin	0.125	0.125
SRR16999372	Reimche2023	cefixime	0.03	0.03
SRR16999372	Reimche2023	ceftriaxone	0.008	0.008
SRR16999372	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999372	Reimche2023	gentamicin	8	8
SRR16999372	Reimche2023	penicillin	0.5	0.5
SRR16999372	Reimche2023	tetracycline	1	1
SRR16999339	Reimche2023	azithromycin	2	2
SRR16999339	Reimche2023	cefixime	0.03	0.03
SRR16999339	Reimche2023	ceftriaxone	0.03	0.03
SRR16999339	Reimche2023	ciprofloxacin	0.015	0.015
SRR16999339	Reimche2023	gentamicin	8	8
SRR16999339	Reimche2023	penicillin	1	1
SRR16999339	Reimche2023	tetracycline	2	2
SRR16999338	Reimche2023	azithromycin	0.25	0.25
SRR16999338	Reimche2023	cefixime	0.015	0.015
SRR16999338	Reimche2023	ceftriaxone	0.008	0.008
SRR16999338	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999338	Reimche2023	gentamicin	8	8
SRR16999338	Reimche2023	penicillin	0.5	0.5
SRR16999338	Reimche2023	tetracycline	1	1
SRR16999622	Reimche2023	azithromycin	0.25	0.25
SRR16999622	Reimche2023	cefixime	0.015	0.015
SRR16999622	Reimche2023	ceftriaxone	0.008	0.008
SRR16999622	Reimche2023	ciprofloxacin	0.008	0.008
SRR16999622	Reimche2023	gentamicin	4	4
SRR16999622	Reimche2023	penicillin	0.5	0.5
SRR16999622	Reimche2023	tetracycline	0.25	0.25
SRR16999611	Reimche2023	azithromycin	0.25	0.25
SRR16999611	Reimche2023	cefixime	0.008	0.008
SRR16999611	Reimche2023	ceftriaxone	0.004	0.004
SRR16999611	Reimche2023	ciprofloxacin	4	4
SRR16999611	Reimche2023	gentamicin	8	8
SRR16999611	Reimche2023	penicillin	64	64
SRR16999611	Reimche2023	tetracycline	1	1
SRR16644523	Reimche2023	azithromycin	2	2
